FLPID,OLD ID,LA-LB distance (A),CH3OH,E_CH3OH,H_CH3OH,G_CH3OH,E_CH3OH_sol,H_CH3OH_sol,G_CH3OH_sol,molecule,CO2,E_CO2,H_CO2,G_CO2,E_CO2_sol,H_CO2_sol,G_CO2_sol,H2,E_H2,H_H2,G_H2,E_H2_sol,H_H2_sol,G_H2_sol,H2CO,E_H2CO,H_H2CO,G_H2CO,E_H2CO_sol,H_H2CO_sol,G_H2CO_sol,H2O,E_H2O,H_H2O,G_H2O,E_H2O_sol,H_H2O_sol,G_H2O_sol,HCOOH,E_HCOOH,H_HCOOH,G_HCOOH,E_HCOOH_sol,H_HCOOH_sol,G_HCOOH_sol
0BP16072,132,2.061,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-20.2,-20.4,-10.1,-19.2,-19.1,-8.8
0BP16073,133,1.989,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-5.8,-4.7,7.4,-21.3,-21.4,-11.1
0BN15031,134,1.62,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-32.7,-30.9,-17.8,-2.0,-0.9,11.2
0BN15032,135,1.642,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-26.6,-24.8,-11.5,-30.5,-28.7,-15.6
0BN15033,136,1.602,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-36.0,-33.9,-19.7,-24.9,-23.1,-9.9
0BN15034,137,1.601,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-36.3,-34.2,-20.3,-32.9,-30.8,-16.6
0BN15035,138,1.654,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-20.9,-20.1,-10.6,-33.1,-31.0,-17.1
0BN15036,139,7.58,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-17.3,-15.9,-4.5,-20.7,-19.9,-10.4
0BP12021,140,7.449,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-14.5,-13.3,-5.0,-14.6,-13.1,-1.8
0BN13021,141,3.606,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-2.7,-1.0,13.8,-11.7,-10.4,-2.1
0BP14021,148,3.445,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-19.8,-18.1,-3.5,-6.2,-4.5,10.2
0BP14022,149,2.09,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-2.1,-2.3,8.8,-17.3,-15.6,-1.0
0BP14023,150,2.033,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-12.8,-12.3,1.7,0.4,0.1,11.2
0BP14024,151,2.035,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-15.8,-15.5,-2.9,-10.9,-10.5,3.5
0BP13071,152,2.792,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-13.8,-12.3,0.6,-14.6,-14.2,-1.6
0BP13072,153,3.646,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-9.5,-7.7,4.6,-10.1,-8.6,4.3
0BP07021,154,4.352,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-10.2,-8.8,0.3,-7.5,-5.6,6.6
0BP07022,155,4.426,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-14.0,-12.3,-1.1,-7.8,-6.5,2.7
0BP07023,156,4.394,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-14.4,-13.1,-2.9,-9.0,-7.3,3.9
0AP12011,157,3.342,,,,,,,,HCOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCOOH,-33.4,-31.7,-16.4,-10.6,-9.2,1.0
